File,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD,HCLOC,HCWORD
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\ResearchServicePlatform\src\profile\InputProfile.java,135,71,52,15,19,0,45,158,3,3
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\ResearchServicePlatform\src\profile\InputProfileValue.java,57,21,15,2,8,0,28,88,3,3
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\ResearchServicePlatform\src\profile\InputProfileVariable.java,60,23,17,2,9,0,28,89,3,3
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\ResearchServicePlatform\src\profile\ProfileExecutor.java,107,52,45,0,26,0,29,80,3,3
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\ResearchServicePlatform\src\profile\Requirement.java,46,33,24,3,13,0,0,0,0,0
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\ResearchServicePlatform\src\service\adaptation\effectors\AbstractEffector.java,33,11,8,1,7,0,15,40,3,3
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\ResearchServicePlatform\src\service\adaptation\effectors\CacheEffector.java,102,41,29,4,14,0,47,189,0,0
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\ResearchServicePlatform\src\service\adaptation\effectors\ConfigurationEffector.java,38,13,9,0,6,0,19,56,0,0
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\ResearchServicePlatform\src\service\adaptation\effectors\WorkflowEffector.java,92,34,24,0,14,0,44,189,0,0
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\ResearchServicePlatform\src\service\adaptation\probes\AbstractProbe.java,33,12,9,0,5,0,16,42,3,3
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\ResearchServicePlatform\src\service\adaptation\probes\CostProbe.java,27,11,8,1,5,0,11,38,0,0
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\ResearchServicePlatform\src\service\adaptation\probes\WorkflowProbe.java,84,35,22,6,9,0,40,83,0,0
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\ResearchServicePlatform\src\service\adaptation\probes\interfaces\CostProbeInterface.java,20,5,4,0,5,0,10,44,0,0
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\ResearchServicePlatform\src\service\adaptation\probes\interfaces\WorkflowProbeInterface.java,61,10,9,0,11,0,40,272,0,0
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\ResearchServicePlatform\src\service\atomic\AtomicService.java,146,90,64,15,17,0,39,164,0,0
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\ResearchServicePlatform\src\service\atomic\ServiceProfile.java,38,9,6,2,6,0,23,168,0,0
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\ResearchServicePlatform\src\service\atomic\ServiceProfileAttribute.java,17,9,6,0,3,0,5,17,0,0
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\ResearchServicePlatform\src\service\auxiliary\AbstractMessage.java,72,29,21,3,9,0,34,119,0,0
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\ResearchServicePlatform\src\service\auxiliary\AbstractService.java,323,182,136,26,41,0,100,360,0,0
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\ResearchServicePlatform\src\service\auxiliary\AtomicServiceConfiguration.java,12,6,5,0,2,0,4,11,0,0
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\ResearchServicePlatform\src\service\auxiliary\CompositeServiceConfiguration.java,30,19,16,0,7,1,4,19,0,0
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\ResearchServicePlatform\src\service\auxiliary\Configuration.java,65,32,27,1,6,0,27,154,3,3
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\ResearchServicePlatform\src\service\auxiliary\ExecutionThread.java,53,38,29,4,15,0,0,0,0,0
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\ResearchServicePlatform\src\service\auxiliary\LocalOperation.java,17,9,6,0,3,0,5,14,0,0
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\ResearchServicePlatform\src\service\auxiliary\MessageFailed.java,6,3,2,0,3,0,0,0,0,0
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\ResearchServicePlatform\src\service\auxiliary\Operation.java,108,55,38,16,17,0,36,117,0,0
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\ResearchServicePlatform\src\service\auxiliary\OperationAborted.java,23,8,6,0,4,0,11,31,3,3
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\ResearchServicePlatform\src\service\auxiliary\Param.java,65,30,20,4,8,0,27,85,0,0
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\ResearchServicePlatform\src\service\auxiliary\Request.java,91,38,28,4,10,0,43,149,0,0
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\ResearchServicePlatform\src\service\auxiliary\Response.java,82,36,26,4,11,0,35,113,0,0
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\ResearchServicePlatform\src\service\auxiliary\ServiceDescription.java,269,143,97,36,30,0,96,331,0,0
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\ResearchServicePlatform\src\service\auxiliary\ServiceFailed.java,6,3,2,0,3,0,0,0,0,0
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\ResearchServicePlatform\src\service\auxiliary\ServiceOperation.java,18,10,7,0,4,0,4,9,0,0
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\ResearchServicePlatform\src\service\auxiliary\ServiceRegistryInterface.java,43,9,8,0,9,0,25,93,0,0
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\ResearchServicePlatform\src\service\auxiliary\TimeOutError.java,9,3,2,0,2,0,4,12,0,0
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\ResearchServicePlatform\src\service\auxiliary\XMLBuilder.java,44,19,15,2,8,0,17,55,0,0
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\ResearchServicePlatform\src\service\client\AbstractServiceClient.java,105,65,51,4,13,0,27,89,0,0
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\ResearchServicePlatform\src\service\composite\CompositeService.java,355,204,143,33,43,0,108,534,0,0
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\ResearchServicePlatform\src\service\composite\CompositeServiceClient.java,53,19,13,2,9,0,25,103,0,0
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\ResearchServicePlatform\src\service\composite\SDCache.java,331,199,139,56,35,0,97,427,3,3
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\ResearchServicePlatform\src\service\messagingservice\MessagingService.java,158,69,50,11,27,0,62,210,0,0
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\ResearchServicePlatform\src\service\messagingservice\MessagingServiceProvider.java,43,24,16,0,9,0,10,27,0,0
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\ResearchServicePlatform\src\service\provider\MessageReceiver.java,18,5,4,0,4,0,9,42,0,0
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\ResearchServicePlatform\src\service\provider\ServiceProvider.java,31,7,6,0,6,0,18,107,0,0
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\ResearchServicePlatform\src\service\provider\ServiceProviderFactory.java,21,7,5,1,4,0,10,46,0,0
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\ResearchServicePlatform\src\service\registry\ServiceRegistry.java,131,96,70,16,18,0,17,56,0,0
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\ResearchServicePlatform\src\service\utility\LogAtomicService.java,35,16,13,2,6,0,13,17,3,3
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\ResearchServicePlatform\src\service\utility\SimClock.java,74,49,33,10,19,0,6,7,0,0
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\ResearchServicePlatform\src\service\utility\Time.java,17,5,4,0,4,0,8,30,0,0
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\ResearchServicePlatform\src\service\workflow\AbstractQoSRequirement.java,22,6,5,0,4,0,12,49,0,0
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\ResearchServicePlatform\src\service\workflow\WorkflowEngine.java,68,35,30,2,12,0,21,98,0,0
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\ResearchServicePlatform\src\service\workflow\ast\ASTNode.java,1933,1363,914,218,435,0,135,365,0,0
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\ResearchServicePlatform\src\service\workflow\ast\rspLexer.java,2996,2171,1330,139,335,0,490,2662,1,8
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\ResearchServicePlatform\src\service\workflow\ast\rspParser.java,18279,14763,8321,2061,2413,11,1103,7552,1,8
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\ResearchServicePlatform\src\taskgraph\TaskGraph.java,914,668,409,79,190,0,56,173,0,0
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\ResearchServicePlatform\src\taskgraph\TaskGraphInterpreter.java,655,451,344,108,54,0,150,553,0,0
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\ResearchServicePlatform\src\tools\ASTSymTabVisualizer.java,137,63,40,9,30,0,44,205,0,0
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\ResearchServicePlatform\src\tools\GMLExporter.java,90,39,31,5,15,0,36,126,0,0
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\ResearchServicePlatform\src\tools\GMLHelper.java,246,92,67,12,47,0,107,431,0,0
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\ResearchServicePlatform\src\tools\TaskGraphVisualizer.java,297,150,108,29,53,0,94,438,0,0
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\TAS_gui\build\build\src\activforms\Effector.java,59,41,33,2,14,0,4,17,0,0
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\TAS_gui\build\build\src\activforms\LoadBalancer.java,61,42,29,4,17,0,2,4,0,0
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\TAS_gui\build\build\src\activforms\LoadProbe.java,26,17,13,1,9,0,0,0,0,0
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\TAS_gui\build\build\src\activforms\ModeListener.java,16,11,7,1,5,0,0,0,0,0
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\TAS_gui\build\build\src\activforms\ModelProbe.java,13,7,4,0,6,0,0,0,0,0
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\TAS_gui\build\build\src\activforms\Probe.java,99,80,59,3,19,0,0,0,0,0
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\TAS_gui\build\build\src\activforms\engines\GoalManagementEngine.java,102,69,62,2,20,0,13,27,3,3
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\TAS_gui\build\build\src\activforms\engines\ModelAdaptationEngine.java,77,44,39,0,13,0,20,71,3,3
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\TAS_gui\build\build\src\activforms\engines\ModelEvolutionEngine.java,69,48,42,1,10,0,11,22,3,3
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\TAS_gui\build\build\src\application\MainGui.java,78,61,54,0,16,0,1,2,0,0
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\TAS_gui\build\build\src\application\log\Log.java,90,76,61,4,14,0,0,0,0,0
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\TAS_gui\build\build\src\application\log\LogEntry.java,41,30,22,3,11,0,0,0,0,0
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\TAS_gui\build\build\src\application\log\Report.java,124,97,78,3,26,0,1,1,0,0
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\TAS_gui\build\build\src\application\model\CostEntry.java,52,39,30,3,13,0,0,0,0,0
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\TAS_gui\build\build\src\application\model\PerformanceEntry.java,75,57,43,5,18,0,0,0,0,0
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\TAS_gui\build\build\src\application\model\ReliabilityEntry.java,72,54,41,5,18,0,0,0,0,0
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\TAS_gui\build\build\src\application\Node\ArrowNode.java,186,77,62,0,22,0,87,133,0,0
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\TAS_gui\build\build\src\application\Node\IfElseNode.java,83,49,41,2,23,0,11,15,0,0
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\TAS_gui\build\build\src\application\Node\InstanceNode.java,74,57,50,4,14,0,3,3,0,0
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\TAS_gui\build\build\src\application\utility\Convert.java,61,57,32,10,4,0,0,0,0,0
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\TAS_gui\build\build\src\application\utility\CSVConvert.java,133,75,64,7,44,0,14,28,0,0
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\TAS_gui\build\build\src\application\utility\FileManager.java,130,70,50,7,15,0,45,179,15,96
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\TAS_gui\build\build\src\application\utility\NodeVisitor.java,183,112,90,15,47,7,24,66,0,0
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\TAS_gui\build\build\src\application\utility\Utility.java,19,15,11,1,4,0,0,0,0,0
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\TAS_gui\build\build\src\application\view\controller\ApplicationController.java,1330,1027,820,58,249,0,54,112,0,0
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\TAS_gui\build\build\src\application\view\controller\ChartController.java,772,533,438,59,194,2,45,76,0,0
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\TAS_gui\build\build\src\application\view\controller\ConfigureController.java,60,39,29,0,19,0,2,2,0,0
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\TAS_gui\build\build\src\application\view\controller\InputProfileController.java,652,511,388,32,123,0,18,39,0,0
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\TAS_gui\build\build\src\application\view\controller\LogController.java,298,198,160,26,67,0,33,43,0,0
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\TAS_gui\build\build\src\application\view\controller\PropertyController.java,127,105,64,13,22,0,0,0,0,0
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\TAS_gui\build\build\src\application\view\controller\ServiceProfileController.java,797,572,434,58,162,0,63,89,0,0
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\TAS_gui\build\build\src\application\view\controller\TableViewController.java,264,189,154,17,61,0,14,24,0,0
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\TAS_gui\build\build\src\profile\InputProfile.java,135,71,52,15,19,0,45,158,3,3
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\TAS_gui\build\build\src\profile\InputProfileValue.java,57,21,15,2,8,0,28,88,3,3
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\TAS_gui\build\build\src\profile\InputProfileVariable.java,60,23,17,2,9,0,28,89,3,3
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\TAS_gui\build\build\src\profile\ProfileExecutor.java,107,52,45,0,26,0,29,80,3,3
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\TAS_gui\build\build\src\profile\Requirement.java,46,33,24,3,13,0,0,0,0,0
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\TAS_gui\build\build\src\service\adaptation\effectors\AbstractEffector.java,33,11,8,1,7,0,15,40,3,3
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\TAS_gui\build\build\src\service\adaptation\effectors\CacheEffector.java,102,41,29,4,14,0,47,189,0,0
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\TAS_gui\build\build\src\service\adaptation\effectors\ConfigurationEffector.java,38,13,9,0,6,0,19,56,0,0
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\TAS_gui\build\build\src\service\adaptation\effectors\WorkflowEffector.java,92,34,24,0,14,0,44,189,0,0
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\TAS_gui\build\build\src\service\adaptation\probes\AbstractProbe.java,33,12,9,0,5,0,16,42,3,3
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\TAS_gui\build\build\src\service\adaptation\probes\CostProbe.java,27,11,8,1,5,0,11,38,0,0
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\TAS_gui\build\build\src\service\adaptation\probes\WorkflowProbe.java,84,35,22,6,9,0,40,83,0,0
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\TAS_gui\build\build\src\service\adaptation\probes\interfaces\CostProbeInterface.java,20,5,4,0,5,0,10,44,0,0
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\TAS_gui\build\build\src\service\adaptation\probes\interfaces\WorkflowProbeInterface.java,61,10,9,0,11,0,40,272,0,0
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\TAS_gui\build\build\src\service\atomic\AtomicService.java,146,90,64,15,17,0,39,164,0,0
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\TAS_gui\build\build\src\service\atomic\ServiceProfile.java,38,9,6,2,6,0,23,168,0,0
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\TAS_gui\build\build\src\service\atomic\ServiceProfileAttribute.java,17,9,6,0,3,0,5,17,0,0
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\TAS_gui\build\build\src\service\auxiliary\AbstractMessage.java,72,29,21,3,9,0,34,119,0,0
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\TAS_gui\build\build\src\service\auxiliary\AbstractService.java,323,182,136,26,41,0,100,360,0,0
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\TAS_gui\build\build\src\service\auxiliary\AtomicServiceConfiguration.java,12,6,5,0,2,0,4,11,0,0
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\TAS_gui\build\build\src\service\auxiliary\CompositeServiceConfiguration.java,30,19,16,0,7,1,4,19,0,0
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\TAS_gui\build\build\src\service\auxiliary\Configuration.java,65,32,27,1,6,0,27,154,3,3
C:\Users\great\Desktop\TAS-ActivFORMS\TAS-ActivFORMS\TAS_gui\build\build\src\service\auxiliary\ExecutionThread.java,53,38,29,4,15,0,0,0,0,0
